    0.10000E+01    0.00000E+00
    0.10200E+01    0.38363E-09
    0.10500E+01   -0.39434E-09
    0.10950E+01    0.26981E-10
    0.11625E+01   -0.85825E-09
    0.12637E+01   -0.59641E-09
    0.13650E+01   -0.86279E-08
    0.14662E+01   -0.11857E-06
    0.15675E+01   -0.11742E-05
    0.16688E+01   -0.83776E-05
    0.17700E+01   -0.45684E-04
    0.18713E+01   -0.19763E-03
    0.19725E+01   -0.69629E-03
    0.20738E+01   -0.20378E-02
    0.21750E+01   -0.50345E-02
    0.22357E+01   -0.80117E-02
    0.22965E+01   -0.12148E-01
    0.23572E+01   -0.17549E-01
    0.24180E+01   -0.24176E-01
    0.24787E+01   -0.31830E-01
    0.25395E+01   -0.40191E-01
    0.26003E+01   -0.48876E-01
    0.26610E+01   -0.57472E-01
    0.27218E+01   -0.65563E-01
    0.27825E+01   -0.72788E-01
    0.28433E+01   -0.78957E-01
    0.29040E+01   -0.84146E-01
    0.29648E+01   -0.88646E-01
    0.30255E+01   -0.92806E-01
    0.30863E+01   -0.96921E-01
    0.31470E+01   -0.10122E+00
    0.32078E+01   -0.10590E+00
    0.32685E+01   -0.11106E+00
    0.33293E+01   -0.11669E+00
    0.33900E+01   -0.12278E+00
    0.34508E+01   -0.12930E+00
    0.35115E+01   -0.13620E+00
    0.35722E+01   -0.14340E+00
    0.36330E+01   -0.15085E+00
    0.36937E+01   -0.15858E+00
    0.37545E+01   -0.16667E+00
    0.38152E+01   -0.17518E+00
    0.38760E+01   -0.18417E+00
    0.39367E+01   -0.19365E+00
    0.39975E+01   -0.20359E+00
    0.40582E+01   -0.21395E+00
    0.41190E+01   -0.22478E+00
    0.41797E+01   -0.23612E+00
    0.42405E+01   -0.24803E+00
    0.43012E+01   -0.26053E+00
    0.43620E+01   -0.27360E+00
    0.44227E+01   -0.28724E+00
    0.44835E+01   -0.30151E+00
    0.45443E+01   -0.31648E+00
    0.46050E+01   -0.33214E+00
    0.46658E+01   -0.34850E+00
    0.47265E+01   -0.36556E+00
    0.47873E+01   -0.38336E+00
    0.48480E+01   -0.40193E+00
    0.49088E+01   -0.42123E+00
    0.49695E+01   -0.44126E+00
    0.50303E+01   -0.46203E+00
    0.50910E+01   -0.48361E+00
    0.51518E+01   -0.50601E+00
    0.52125E+01   -0.52928E+00
    0.52733E+01   -0.55353E+00
    0.53340E+01   -0.57887E+00
    0.53948E+01   -0.60538E+00
    0.54555E+01   -0.63313E+00
    0.55163E+01   -0.66220E+00
    0.55770E+01   -0.69269E+00
    0.56378E+01   -0.72464E+00
    0.56985E+01   -0.75815E+00
    0.57593E+01   -0.79339E+00
    0.58200E+01   -0.83062E+00
    0.58808E+01   -0.87016E+00
    0.59415E+01   -0.91242E+00
    0.60023E+01   -0.95794E+00
    0.60630E+01   -0.10072E+01
    0.61238E+01   -0.10609E+01
    0.61845E+01   -0.11194E+01
    0.62453E+01   -0.11834E+01
    0.63060E+01   -0.12533E+01
    0.63667E+01   -0.13297E+01
    0.64275E+01   -0.14133E+01
    0.64882E+01   -0.15046E+01
    0.65490E+01   -0.16045E+01
    0.66097E+01   -0.17140E+01
    0.66705E+01   -0.18341E+01
    0.67312E+01   -0.19664E+01
    0.67677E+01   -0.20521E+01
    0.68042E+01   -0.21431E+01
    0.68406E+01   -0.22399E+01
    0.68770E+01   -0.23428E+01
