    0.00000E+00    0.10000E+01    0.58182E-20    0.83199E-20
    0.20000E-02    0.10000E+01    0.88815E-20    0.61745E-20
    0.40000E-02    0.10000E+01    0.48793E-20    0.46050E-20
    0.60000E-02    0.10000E+01    0.45404E-20    0.35457E-20
    0.80000E-02    0.10000E+01    0.34415E-20    0.47255E-20
    0.10000E-01    0.10000E+01    0.75179E-20    0.56122E-20
    0.12000E-01    0.10000E+01    0.45785E-20    0.45419E-20
    0.14000E-01    0.10000E+01    0.30521E-20    0.25650E-20
    0.16000E-01    0.10000E+01    0.61680E-20    0.32156E-20
    0.18000E-01    0.10000E+01    0.49593E-20    0.46218E-20
    0.20000E-01    0.10000E+01    0.32338E-20    0.38173E-20
    0.22000E-01    0.10000E+01    0.87362E-20    0.61756E-20
    0.24000E-01    0.10000E+01    0.46550E-20    0.45643E-20
    0.26000E-01    0.10000E+01    0.60721E-20    0.32978E-20
    0.28000E-01    0.10000E+01    0.35601E-20    0.54227E-20
    0.30000E-01    0.10000E+01    0.65741E-20    0.28671E-20
    0.32000E-01    0.10000E+01    0.33605E-20    0.52289E-20
    0.34000E-01    0.10000E+01    0.62334E-20    0.31594E-20
    0.36000E-01    0.10000E+01    0.48017E-20    0.58678E-20
    0.38000E-01    0.10000E+01    0.76719E-20    0.58354E-20
    0.40000E-01    0.10000E+01    0.32606E-20    0.25811E-20
    0.42000E-01    0.10000E+01    0.66862E-20    0.57289E-20
    0.44000E-01    0.10000E+01    0.34151E-20    0.47399E-20
    0.46000E-01    0.10000E+01    0.26062E-20    0.44961E-20
    0.48000E-01    0.10000E+01    0.71574E-20    0.50895E-20
    0.50000E-01    0.10000E+01    0.29210E-20    0.29163E-20
    0.52000E-01    0.10000E+01    0.51601E-20    0.47810E-20
    0.54000E-01    0.10000E+01    0.63008E-20    0.31016E-20
    0.56000E-01    0.10000E+01    0.35073E-20    0.26002E-20
    0.58000E-01    0.10000E+01    0.52553E-20    0.50364E-20
    0.60000E-01    0.10000E+01    0.62778E-20    0.31213E-20
    0.62000E-01    0.10000E+01    0.29870E-20    0.25600E-20
    0.64000E-01    0.10000E+01    0.46090E-20    0.45483E-20
    0.66000E-01    0.10000E+01    0.70186E-20    0.48882E-20
    0.68000E-01    0.10000E+01    0.35221E-20    0.46479E-20
    0.70000E-01    0.10000E+01    0.35438E-20    0.54069E-20
    0.72000E-01    0.10000E+01    0.93668E-20    0.61016E-20
    0.74000E-01    0.10000E+01    0.61274E-20    0.30597E-20
    0.76000E-01    0.10000E+01    0.36087E-20    0.26081E-20
    0.78000E-01    0.10000E+01    0.42184E-20    0.44664E-20
    0.80000E-01    0.10000E+01    0.82069E-20    0.61794E-20
    0.82000E-01    0.10000E+01    0.36292E-20    0.46061E-20
    0.84000E-01    0.10000E+01    0.43874E-20    0.26683E-20
    0.86000E-01    0.10000E+01    0.49506E-20    0.46199E-20
    0.88000E-01    0.10000E+01    0.81551E-20    0.61798E-20
    0.90000E-01    0.10000E+01    0.42737E-20    0.42072E-20
    0.92000E-01    0.10000E+01    0.37539E-20    0.26193E-20
    0.94000E-01    0.10000E+01    0.32249E-20    0.42580E-20
    0.96000E-01    0.10000E+01    0.96281E-20    0.61691E-20
    0.98000E-01    0.10000E+01    0.67451E-20    0.27205E-20
    0.10000E+00    0.10000E+01    0.31860E-20    0.36796E-20
    0.10200E+00    0.10000E+01    0.46569E-20    0.64882E-20
    0.10400E+00    0.10000E+01    0.53373E-20    0.52563E-20
    0.10600E+00    0.10000E+01    0.75032E-20    0.55908E-20
    0.10800E+00    0.10000E+01    0.43908E-20    0.41347E-20
    0.11000E+00    0.10000E+01    0.31090E-20    0.25694E-20
    0.11200E+00    0.10000E+01    0.31452E-20    0.50197E-20
    0.11400E+00    0.10000E+01    0.56233E-20    0.55811E-20
    0.11600E+00    0.10000E+01    0.71086E-20    0.50187E-20
    0.11800E+00    0.10000E+01    0.42432E-20    0.42261E-20
    0.12000E+00    0.10000E+01    0.29184E-20    0.25547E-20
    0.12200E+00    0.10000E+01    0.38905E-20    0.57437E-20
    0.12400E+00    0.10000E+01    0.53222E-20    0.52157E-20
    0.12600E+00    0.10000E+01    0.81921E-20    0.61795E-20
    0.12800E+00    0.10000E+01    0.67142E-20    0.26965E-20
    0.13000E+00    0.10000E+01    0.33548E-20    0.41659E-20
