    0.10000E+01    0.00000E+00
    0.12637E+01    0.89913E+00
    0.20231E+01    0.89924E+00
    0.27825E+01    0.89922E+00
    0.35419E+01    0.54184E+00
    0.43012E+01    0.28713E+00
    0.47034E+01    0.20024E+00
    0.48674E+01    0.19526E+00
    0.50315E+01    0.34959E+00
    0.50669E+01    0.38850E+00
    0.51023E+01    0.41311E+00
    0.51378E+01    0.43742E+00
    0.51732E+01    0.46020E+00
    0.52086E+01    0.48208E+00
    0.52440E+01    0.50314E+00
    0.52795E+01    0.52353E+00
    0.53149E+01    0.54328E+00
    0.53503E+01    0.56229E+00
    0.53858E+01    0.58063E+00
    0.54212E+01    0.59852E+00
    0.54566E+01    0.61602E+00
    0.54920E+01    0.63274E+00
    0.55275E+01    0.64922E+00
    0.55629E+01    0.66517E+00
    0.55983E+01    0.68075E+00
    0.56338E+01    0.69595E+00
    0.56692E+01    0.71080E+00
    0.57046E+01    0.72559E+00
    0.57401E+01    0.73972E+00
    0.57755E+01    0.75372E+00
    0.58109E+01    0.76782E+00
    0.58463E+01    0.78154E+00
    0.58818E+01    0.79498E+00
    0.59172E+01    0.80823E+00
    0.59526E+01    0.82087E+00
    0.59881E+01    0.83378E+00
    0.60235E+01    0.84574E+00
    0.60589E+01    0.85882E+00
    0.60943E+01    0.87101E+00
    0.61298E+01    0.88231E+00
    0.61652E+01    0.89470E+00
    0.62006E+01    0.90631E+00
    0.62361E+01    0.91777E+00
    0.62715E+01    0.92934E+00
    0.63069E+01    0.94001E+00
    0.63424E+01    0.94997E+00
    0.63778E+01    0.15524E+00
    0.64132E+01    0.15510E+00
    0.64486E+01    0.15537E+00
    0.64841E+01    0.15593E+00
    0.65195E+01    0.15661E+00
    0.65549E+01    0.15743E+00
    0.65904E+01    0.15855E+00
    0.66258E+01    0.15984E+00
    0.66612E+01    0.16117E+00
    0.66966E+01    0.16265E+00
    0.67321E+01    0.16432E+00
    0.67675E+01    0.16607E+00
    0.68029E+01    0.16788E+00
    0.68384E+01    0.16975E+00
    0.68738E+01    0.17164E+00
    0.69092E+01    0.17349E+00
    0.69447E+01    0.17527E+00
    0.69801E+01    0.17695E+00
    0.70155E+01    0.17851E+00
    0.70509E+01    0.17996E+00
    0.70864E+01    0.18131E+00
    0.71218E+01    0.18256E+00
    0.71572E+01    0.18371E+00
    0.71927E+01    0.18476E+00
    0.72281E+01    0.18572E+00
    0.72635E+01    0.18660E+00
    0.72989E+01    0.18741E+00
    0.73344E+01    0.18816E+00
    0.73698E+01    0.18887E+00
    0.74052E+01    0.18957E+00
    0.74407E+01    0.19024E+00
    0.74761E+01    0.19090E+00
    0.75115E+01    0.19156E+00
    0.75470E+01    0.19221E+00
    0.75824E+01    0.19286E+00
    0.76178E+01    0.19352E+00
    0.76532E+01    0.19418E+00
    0.76887E+01    0.19484E+00
    0.77241E+01    0.19550E+00
    0.77595E+01    0.19614E+00
    0.77950E+01    0.19678E+00
    0.78304E+01    0.19739E+00
    0.78658E+01    0.19797E+00
    0.79012E+01    0.19853E+00
    0.79367E+01    0.19905E+00
    0.79721E+01    0.19954E+00
    0.80075E+01    0.20000E+00
    0.80430E+01    0.20039E+00
    0.80784E+01    0.20078E+00
    0.81138E+01    0.20114E+00
    0.81493E+01    0.20144E+00
    0.81847E+01    0.20179E+00
    0.82201E+01    0.20209E+00
    0.82555E+01    0.20236E+00
    0.82910E+01    0.20267E+00
    0.83264E+01    0.20289E+00
    0.83618E+01    0.20319E+00
    0.83973E+01    0.20345E+00
    0.84327E+01    0.20364E+00
    0.84681E+01    0.20390E+00
    0.85035E+01    0.20423E+00
    0.85390E+01    0.20437E+00
    0.85744E+01    0.20454E+00
    0.86098E+01    0.20479E+00
    0.86453E+01    0.20511E+00
    0.86807E+01    0.20518E+00
    0.87161E+01    0.20545E+00
    0.87516E+01    0.20546E+00
    0.87870E+01    0.20563E+00
    0.88224E+01    0.20602E+00
    0.88578E+01    0.20617E+00
    0.88621E+01    0.20609E+00
