    0.00000E+00    0.15286E+02    0.50000E+01    0.46000E-05
    0.10000E-02    0.15285E+02    0.49997E+01    0.46046E-02
    0.20000E-02    0.15284E+02    0.49994E+01    0.92046E-02
    0.30000E-02    0.15282E+02    0.49987E+01    0.13805E-01
    0.40000E-02    0.15280E+02    0.49979E+01    0.18404E-01
    0.50000E-02    0.15277E+02    0.49968E+01    0.23004E-01
    0.60000E-02    0.15272E+02    0.49953E+01    0.27604E-01
    0.70000E-02    0.15268E+02    0.49939E+01    0.32204E-01
    0.80000E-02    0.15262E+02    0.49918E+01    0.36804E-01
    0.90000E-02    0.15257E+02    0.49898E+01    0.41403E-01
    0.10000E-01    0.15250E+02    0.49874E+01    0.46003E-01
    0.11000E-01    0.15242E+02    0.49848E+01    0.50602E-01
    0.12000E-01    0.15234E+02    0.49819E+01    0.55201E-01
    0.13000E-01    0.15225E+02    0.49788E+01    0.59800E-01
    0.14000E-01    0.15216E+02    0.49755E+01    0.64399E-01
    0.15000E-01    0.15205E+02    0.49718E+01    0.68998E-01
    0.16000E-01    0.15195E+02    0.49681E+01    0.73596E-01
    0.17000E-01    0.15183E+02    0.49639E+01    0.78194E-01
    0.18000E-01    0.15170E+02    0.49596E+01    0.82792E-01
    0.19000E-01    0.15157E+02    0.49550E+01    0.87389E-01
    0.20000E-01    0.15143E+02    0.49502E+01    0.91986E-01
    0.21000E-01    0.15129E+02    0.49452E+01    0.96583E-01
    0.22000E-01    0.15114E+02    0.49398E+01    0.10118E+00
    0.23000E-01    0.15098E+02    0.49344E+01    0.10577E+00
    0.24000E-01    0.15082E+02    0.49285E+01    0.11037E+00
    0.25000E-01    0.15064E+02    0.49226E+01    0.11496E+00
    0.26000E-01    0.15047E+02    0.49163E+01    0.11956E+00
    0.27000E-01    0.15028E+02    0.49098E+01    0.12415E+00
    0.28000E-01    0.15009E+02    0.49032E+01    0.12874E+00
    0.29000E-01    0.14989E+02    0.48962E+01    0.13333E+00
    0.30000E-01    0.14969E+02    0.48891E+01    0.13792E+00
    0.31000E-01    0.14947E+02    0.48816E+01    0.14251E+00
    0.32000E-01    0.14926E+02    0.48740E+01    0.14710E+00
    0.33000E-01    0.14903E+02    0.48662E+01    0.15168E+00
    0.34000E-01    0.14880E+02    0.48581E+01    0.15627E+00
    0.35000E-01    0.14857E+02    0.48499E+01    0.16085E+00
    0.36000E-01    0.14832E+02    0.48413E+01    0.16543E+00
    0.37000E-01    0.14808E+02    0.48327E+01    0.17002E+00
    0.38000E-01    0.14782E+02    0.48236E+01    0.17459E+00
    0.39000E-01    0.14756E+02    0.48145E+01    0.17917E+00
    0.40000E-01    0.14729E+02    0.48051E+01    0.18374E+00
    0.41000E-01    0.14701E+02    0.47955E+01    0.18832E+00
    0.42000E-01    0.14674E+02    0.47858E+01    0.19289E+00
    0.43000E-01    0.14645E+02    0.47757E+01    0.19745E+00
    0.44000E-01    0.14616E+02    0.47656E+01    0.20202E+00
    0.45000E-01    0.14586E+02    0.47550E+01    0.20658E+00
    0.46000E-01    0.14556E+02    0.47445E+01    0.21114E+00
    0.47000E-01    0.14525E+02    0.47336E+01    0.21570E+00
    0.48000E-01    0.14493E+02    0.47226E+01    0.22025E+00
    0.49000E-01    0.14461E+02    0.47114E+01    0.22480E+00
    0.50000E-01    0.14428E+02    0.46999E+01    0.22934E+00
    0.51000E-01    0.14395E+02    0.46884E+01    0.23389E+00
    0.52000E-01    0.14362E+02    0.46765E+01    0.23843E+00
    0.53000E-01    0.14327E+02    0.46646E+01    0.24296E+00
    0.54000E-01    0.14293E+02    0.46524E+01    0.24749E+00
    0.55000E-01    0.14257E+02    0.46400E+01    0.25202E+00
    0.56000E-01    0.14222E+02    0.46276E+01    0.25654E+00
    0.57000E-01    0.14185E+02    0.46148E+01    0.26105E+00
    0.58000E-01    0.14148E+02    0.46019E+01    0.26557E+00
    0.59000E-01    0.14111E+02    0.45888E+01    0.27007E+00
    0.60000E-01    0.14073E+02    0.45756E+01    0.27457E+00
    0.61000E-01    0.14035E+02    0.45622E+01    0.27906E+00
    0.62000E-01    0.13996E+02    0.45486E+01    0.28355E+00
    0.63000E-01    0.13957E+02    0.45349E+01    0.28804E+00
    0.64000E-01    0.13917E+02    0.45209E+01    0.29251E+00
    0.65000E-01    0.13877E+02    0.45069E+01    0.29698E+00
    0.66000E-01    0.13836E+02    0.44926E+01    0.30144E+00
    0.67000E-01    0.13795E+02    0.44782E+01    0.30590E+00
    0.68000E-01    0.13754E+02    0.44637E+01    0.31035E+00
    0.69000E-01    0.13711E+02    0.44490E+01    0.31479E+00
    0.70000E-01    0.13669E+02    0.44342E+01    0.31923E+00
    0.71000E-01    0.13626E+02    0.44192E+01    0.32365E+00
    0.72000E-01    0.13583E+02    0.44041E+01    0.32806E+00
    0.73000E-01    0.13539E+02    0.43888E+01    0.33247E+00
    0.74000E-01    0.13495E+02    0.43733E+01    0.33687E+00
    0.75000E-01    0.13451E+02    0.43579E+01    0.34127E+00
    0.76000E-01    0.13406E+02    0.43421E+01    0.34564E+00
    0.77000E-01    0.13361E+02    0.43263E+01    0.35002E+00
    0.78000E-01    0.13315E+02    0.43104E+01    0.35438E+00
    0.79000E-01    0.13269E+02    0.42943E+01    0.35873E+00
    0.80000E-01    0.13223E+02    0.42781E+01    0.36308E+00
    0.81000E-01    0.13177E+02    0.42618E+01    0.36740E+00
    0.82000E-01    0.13130E+02    0.42454E+01    0.37173E+00
    0.83000E-01    0.13082E+02    0.42288E+01    0.37604E+00
    0.84000E-01    0.13035E+02    0.42122E+01    0.38034E+00
    0.85000E-01    0.12987E+02    0.41954E+01    0.38462E+00
    0.86000E-01    0.12939E+02    0.41785E+01    0.38890E+00
    0.87000E-01    0.12890E+02    0.41616E+01    0.39317E+00
    0.88000E-01    0.12841E+02    0.41444E+01    0.39741E+00
    0.89000E-01    0.12792E+02    0.41272E+01    0.40166E+00
    0.90000E-01    0.12743E+02    0.41099E+01    0.40588E+00
    0.91000E-01    0.12693E+02    0.40925E+01    0.41009E+00
    0.92000E-01    0.12643E+02    0.40751E+01    0.41430E+00
    0.93000E-01    0.12593E+02    0.40575E+01    0.41848E+00
    0.94000E-01    0.12542E+02    0.40399E+01    0.42266E+00
    0.95000E-01    0.12492E+02    0.40221E+01    0.42681E+00
    0.96000E-01    0.12441E+02    0.40043E+01    0.43096E+00
    0.97000E-01    0.12390E+02    0.39864E+01    0.43509E+00
    0.98000E-01    0.12338E+02    0.39684E+01    0.43921E+00
    0.99000E-01    0.12287E+02    0.39504E+01    0.44332E+00
    0.10000E+00    0.12235E+02    0.39322E+01    0.44739E+00
    0.10100E+00    0.12183E+02    0.39140E+01    0.45147E+00
    0.10200E+00    0.12131E+02    0.38957E+01    0.45553E+00
    0.10300E+00    0.12078E+02    0.38774E+01    0.45956E+00
    0.10400E+00    0.12026E+02    0.38590E+01    0.46360E+00
    0.10500E+00    0.11973E+02    0.38405E+01    0.46760E+00
    0.10600E+00    0.11920E+02    0.38220E+01    0.47159E+00
    0.10700E+00    0.11867E+02    0.38034E+01    0.47557E+00
    0.10800E+00    0.11814E+02    0.37848E+01    0.47952E+00
    0.10900E+00    0.11760E+02    0.37661E+01    0.48348E+00
    0.11000E+00    0.11707E+02    0.37473E+01    0.48739E+00
    0.11100E+00    0.11653E+02    0.37286E+01    0.49130E+00
    0.11200E+00    0.11599E+02    0.37098E+01    0.49519E+00
    0.11300E+00    0.11545E+02    0.36909E+01    0.49906E+00
    0.11400E+00    0.11491E+02    0.36720E+01    0.50293E+00
    0.11500E+00    0.11437E+02    0.36530E+01    0.50675E+00
    0.11600E+00    0.11383E+02    0.36341E+01    0.51058E+00
