    0.10000E+01    0.00000E+00
    0.10200E+01    0.38420E-09
    0.10500E+01   -0.41193E-09
    0.10950E+01    0.36978E-10
    0.11625E+01   -0.82667E-09
    0.12637E+01   -0.35464E-09
    0.14156E+01   -0.10464E-08
    0.15675E+01   -0.61451E-09
    0.17194E+01   -0.11778E-08
    0.18713E+01   -0.78638E-09
    0.20231E+01   -0.15778E-08
    0.21750E+01   -0.40296E-08
    0.23269E+01   -0.28955E-07
    0.24787E+01   -0.20297E-06
    0.26306E+01   -0.12613E-05
    0.27825E+01   -0.67978E-05
    0.29344E+01   -0.32172E-04
    0.30863E+01   -0.13552E-03
    0.32381E+01   -0.51635E-03
    0.33900E+01   -0.18166E-02
    0.35419E+01   -0.60614E-02
    0.36937E+01   -0.19796E-01
    0.38456E+01   -0.64897E-01
    0.39975E+01   -0.21110E+00
    0.41494E+01   -0.59456E+00
    0.43012E+01   -0.11387E+01
    0.44531E+01   -0.13792E+01
    0.46050E+01   -0.11969E+01
    0.46961E+01   -0.10756E+01
    0.47873E+01   -0.10972E+01
    0.48784E+01   -0.12759E+01
    0.49331E+01   -0.14364E+01
    0.49877E+01   -0.15910E+01
    0.50424E+01   -0.16982E+01
    0.50971E+01   -0.17446E+01
    0.51518E+01   -0.17549E+01
    0.52064E+01   -0.17743E+01
    0.52611E+01   -0.18422E+01
    0.53158E+01   -0.19717E+01
    0.53705E+01   -0.21364E+01
    0.54251E+01   -0.22816E+01
    0.54798E+01   -0.23742E+01
    0.55345E+01   -0.24443E+01
    0.55891E+01   -0.25550E+01
    0.56438E+01   -0.27295E+01
    0.56985E+01   -0.29215E+01
    0.57532E+01   -0.30756E+01
    0.58078E+01   -0.32100E+01
    0.58625E+01   -0.33961E+01
    0.59172E+01   -0.36534E+01
    0.59719E+01   -0.39238E+01
    0.60265E+01   -0.41790E+01
    0.60812E+01   -0.44805E+01
    0.61359E+01   -0.48691E+01
    0.61906E+01   -0.52840E+01
    0.62453E+01   -0.56914E+01
    0.62999E+01   -0.61693E+01
    0.63546E+01   -0.67417E+01
    0.64093E+01   -0.73244E+01
    0.64640E+01   -0.79358E+01
    0.65186E+01   -0.86678E+01
    0.65733E+01   -0.94603E+01
    0.66280E+01   -0.10264E+02
    0.66827E+01   -0.11193E+02
    0.67373E+01   -0.12234E+02
    0.67920E+01   -0.13304E+02
    0.68467E+01   -0.14516E+02
    0.69014E+01   -0.15887E+02
    0.69560E+01   -0.17312E+02
    0.70107E+01   -0.18907E+02
    0.70654E+01   -0.20692E+02
    0.71200E+01   -0.22557E+02
    0.71747E+01   -0.24631E+02
    0.72294E+01   -0.26896E+02
    0.72841E+01   -0.29257E+02
    0.73387E+01   -0.31851E+02
    0.73934E+01   -0.34593E+02
    0.74481E+01   -0.37437E+02
    0.75028E+01   -0.40497E+02
    0.75574E+01   -0.43619E+02
    0.76121E+01   -0.46850E+02
    0.76668E+01   -0.50220E+02
    0.77215E+01   -0.53582E+02
    0.77762E+01   -0.57063E+02
    0.78308E+01   -0.60567E+02
    0.78855E+01   -0.64070E+02
    0.79402E+01   -0.67661E+02
    0.79949E+01   -0.71198E+02
    0.80495E+01   -0.74787E+02
    0.81042E+01   -0.78377E+02
    0.81589E+01   -0.81932E+02
    0.82135E+01   -0.85542E+02
    0.82682E+01   -0.89093E+02
    0.83229E+01   -0.92676E+02
    0.83776E+01   -0.96247E+02
    0.84323E+01   -0.99790E+02
    0.84869E+01   -0.10337E+03
    0.85416E+01   -0.10691E+03
    0.85963E+01   -0.11048E+03
    0.86510E+01   -0.11404E+03
    0.87056E+01   -0.11760E+03
    0.87603E+01   -0.12120E+03
    0.88150E+01   -0.12477E+03
    0.88696E+01   -0.12839E+03
    0.89243E+01   -0.13198E+03
    0.89790E+01   -0.13560E+03
    0.90337E+01   -0.13922E+03
    0.90884E+01   -0.14285E+03
    0.91430E+01   -0.14651E+03
    0.91977E+01   -0.15018E+03
    0.92524E+01   -0.15393E+03
    0.93070E+01   -0.15770E+03
    0.93617E+01   -0.16156E+03
    0.94164E+01   -0.16550E+03
    0.94711E+01   -0.16949E+03
    0.95258E+01   -0.17359E+03
    0.95804E+01   -0.17777E+03
    0.96351E+01   -0.18211E+03
    0.96898E+01   -0.18655E+03
    0.97226E+01   -0.18928E+03
    0.97297E+01   -0.19094E+03
    0.97299E+01   -0.19095E+03
    0.97301E+01   -0.19097E+03
    0.97304E+01   -0.19099E+03
    0.97308E+01   -0.19103E+03
    0.97315E+01   -0.19109E+03
    0.97325E+01   -0.19117E+03
    0.97340E+01   -0.19130E+03
    0.97343E+01   -0.19132E+03
    0.97346E+01   -0.19135E+03
    0.97351E+01   -0.19139E+03
    0.97356E+01   -0.19143E+03
    0.97357E+01   -0.19144E+03
    0.97358E+01   -0.19145E+03
    0.97359E+01   -0.19146E+03
    0.97361E+01   -0.19148E+03
    0.97362E+01   -0.19149E+03
    0.97363E+01   -0.19149E+03
    0.97363E+01   -0.19149E+03
    0.97363E+01   -0.19150E+03
    0.97364E+01   -0.19150E+03
    0.97364E+01   -0.19150E+03
    0.97364E+01   -0.19150E+03
    0.97364E+01   -0.19150E+03
    0.97364E+01   -0.19150E+03
    0.97364E+01   -0.19151E+03
    0.97365E+01   -0.19151E+03
